Customer_id,Product_id,Product_category,Payment_type,Device_Type,Event_date
CUST-196413,Prod_195413,Clothes,Paypal,Mobile,Purchase,10-05-2020
CUST-196414,Prod_195414,Beauty,Paypal,Desktop,Addtocart,12-01-2020
CUST-196415,Prod_195415,Accessories,Visa Card,Mobile,Purchase,26-04-2021
CUST-196416,Prod_195416,Furniture,Paypal,Desktop,Purchase,17-04-2022
CUST-196417,Prod_195417,Beauty,Visa Card,Mobile,Purchase,26-03-2020
CUST-196418,Prod_195418,Furniture,Visa Card,Mobile,Addtocart,23-02-2021
CUST-196419,Prod_195419,Beauty,Momo,Mobile,Purchase,09-06-2023
CUST-196420,Prod_195420,Hardware,Momo,Desktop,Addtocart,04-04-2024
CUST-196421,Prod_195421,Hardware,Momo,Mobile,Purchase,21-04-2021
CUST-196422,Prod_195422,Accessories,Paypal,Desktop,Addtocart,01-09-2024
CUST-196423,Prod_195423,Beauty,Paypal,Desktop,Addtocart,27-01-2024
CUST-196424,Prod_195424,Furniture,Momo,Desktop,Addtocart,07-06-2023
CUST-196425,Prod_195425,Accessories,Paypal,Desktop,Addtocart,01-11-2020
CUST-196426,Prod_195426,Hardware,Paypal,Desktop,Addtocart,20-07-2022
CUST-196427,Prod_195427,Furniture,Visa Card,Mobile,Purchase,25-01-2020
CUST-196428,Prod_195428,Electronics,Paypal,Desktop,Purchase,07-05-2021
CUST-196429,Prod_195429,Books,Momo,Mobile,Purchase,02-08-2024
CUST-196430,Prod_195430,Accessories,Visa Card,Mobile,Addtocart,27-08-2022
CUST-196431,Prod_195431,Electronics,Paypal,Mobile,Purchase,13-05-2023
CUST-196432,Prod_195432,Books,Momo,Desktop,Addtocart,18-10-2021
CUST-196433,Prod_195433,Accessories,Paypal,Mobile,Purchase,25-09-2020
CUST-196434,Prod_195434,Clothes,Visa Card,Desktop,Purchase,10-02-2023
CUST-196435,Prod_195435,Books,Paypal,Desktop,Purchase,09-07-2022
CUST-196436,Prod_195436,Accessories,Paypal,Mobile,Addtocart,14-09-2023
CUST-196437,Prod_195437,Accessories,Momo,Mobile,Addtocart,25-03-2025
CUST-196438,Prod_195438,Furniture,Visa Card,Desktop,Purchase,15-05-2021
CUST-196439,Prod_195439,Clothes,Visa Card,Mobile,Purchase,08-06-2022
CUST-196440,Prod_195440,Electronics,Visa Card,Mobile,Purchase,19-07-2023
CUST-196441,Prod_195441,Books,Visa Card,Desktop,Purchase,01-09-2020
CUST-196442,Prod_195442,Hardware,Momo,Desktop,Addtocart,09-06-2024
CUST-196443,Prod_195443,Books,Momo,Mobile,Addtocart,04-09-2020
CUST-196444,Prod_195444,Hardware,Momo,Desktop,Addtocart,16-01-2023
CUST-196445,Prod_195445,Books,Paypal,Mobile,Purchase,12-09-2020
CUST-196446,Prod_195446,Hardware,Paypal,Desktop,Addtocart,04-02-2023
CUST-196447,Prod_195447,Hardware,Visa Card,Mobile,Addtocart,29-06-2024
CUST-196448,Prod_195448,Clothes,Momo,Desktop,Addtocart,09-11-2020
CUST-196449,Prod_195449,Furniture,Paypal,Desktop,Addtocart,02-10-2022
CUST-196450,Prod_195450,Electronics,Momo,Mobile,Purchase,04-01-2024
CUST-196451,Prod_195451,Clothes,Paypal,Mobile,Purchase,16-11-2023
CUST-196452,Prod_195452,Electronics,Momo,Mobile,Purchase,12-06-2023
CUST-196453,Prod_195453,Accessories,Visa Card,Desktop,Addtocart,15-01-2022
CUST-196454,Prod_195454,Books,Momo,Mobile,Purchase,21-08-2021
CUST-196455,Prod_195455,Hardware,Paypal,Desktop,Purchase,26-12-2021
CUST-196456,Prod_195456,Accessories,Momo,Mobile,Purchase,03-08-2021
CUST-196457,Prod_195457,Books,Paypal,Desktop,Purchase,21-11-2022
CUST-196458,Prod_195458,Accessories,Momo,Mobile,Purchase,20-01-2024
CUST-196459,Prod_195459,Clothes,Paypal,Mobile,Purchase,06-11-2022
CUST-196460,Prod_195460,Accessories,Momo,Desktop,Addtocart,20-01-2022
CUST-196461,Prod_195461,Books,Visa Card,Mobile,Purchase,09-12-2021
CUST-196462,Prod_195462,Electronics,Momo,Mobile,Purchase,24-12-2020
CUST-196463,Prod_195463,Accessories,Visa Card,Desktop,Addtocart,24-01-2023
CUST-196464,Prod_195464,Furniture,Paypal,Mobile,Addtocart,25-09-2020
CUST-196465,Prod_195465,Hardware,Momo,Mobile,Addtocart,22-06-2024
CUST-196466,Prod_195466,Furniture,Visa Card,Mobile,Addtocart,02-02-2022
CUST-196467,Prod_195467,Accessories,Paypal,Mobile,Purchase,21-01-2020
CUST-196468,Prod_195468,Beauty,Paypal,Desktop,Purchase,29-01-2024
CUST-196469,Prod_195469,Furniture,Visa Card,Mobile,Purchase,15-03-2023
CUST-196470,Prod_195470,Beauty,Visa Card,Mobile,Purchase,18-03-2020
CUST-196471,Prod_195471,Books,Momo,Mobile,Addtocart,19-04-2020
CUST-196472,Prod_195472,Accessories,Momo,Desktop,Addtocart,19-03-2024
CUST-196473,Prod_195473,Electronics,Momo,Mobile,Addtocart,08-11-2020
CUST-196474,Prod_195474,Beauty,Momo,Desktop,Purchase,26-10-2022
CUST-196475,Prod_195475,Clothes,Visa Card,Mobile,Purchase,09-01-2024
CUST-196476,Prod_195476,Accessories,Momo,Desktop,Purchase,17-09-2024
CUST-196477,Prod_195477,Beauty,Paypal,Desktop,Addtocart,20-10-2022
CUST-196478,Prod_195478,Clothes,Paypal,Desktop,Addtocart,12-08-2023
CUST-196479,Prod_195479,Hardware,Visa Card,Mobile,Purchase,09-10-2024
CUST-196480,Prod_195480,Electronics,Visa Card,Mobile,Addtocart,15-06-2021
CUST-196481,Prod_195481,Books,Momo,Mobile,Purchase,07-11-2021
CUST-196482,Prod_195482,Electronics,Momo,Desktop,Purchase,16-04-2025
CUST-196483,Prod_195483,Books,Visa Card,Desktop,Addtocart,23-09-2021
CUST-196484,Prod_195484,Beauty,Momo,Desktop,Addtocart,27-01-2024
CUST-196485,Prod_195485,Books,Visa Card,Mobile,Addtocart,06-05-2023
CUST-196486,Prod_195486,Accessories,Momo,Desktop,Addtocart,20-11-2021
CUST-196487,Prod_195487,Books,Paypal,Desktop,Purchase,17-09-2020
CUST-196488,Prod_195488,Furniture,Visa Card,Mobile,Addtocart,17-03-2025
CUST-196489,Prod_195489,Furniture,Visa Card,Desktop,Addtocart,17-01-2025
CUST-196490,Prod_195490,Clothes,Paypal,Desktop,Purchase,01-07-2022
CUST-196491,Prod_195491,Beauty,Visa Card,Mobile,Addtocart,23-09-2023
CUST-196492,Prod_195492,Furniture,Momo,Mobile,Purchase,13-09-2022
CUST-196493,Prod_195493,Beauty,Visa Card,Mobile,Purchase,05-01-2020
CUST-196494,Prod_195494,Beauty,Visa Card,Mobile,Purchase,13-10-2021
CUST-196495,Prod_195495,Clothes,Momo,Mobile,Addtocart,24-08-2024
CUST-196496,Prod_195496,Clothes,Momo,Desktop,Addtocart,19-02-2021
CUST-196497,Prod_195497,Accessories,Momo,Desktop,Purchase,12-10-2023
CUST-196498,Prod_195498,Hardware,Momo,Desktop,Addtocart,20-10-2021
CUST-196499,Prod_195499,Clothes,Visa Card,Mobile,Addtocart,12-02-2024
CUST-196500,Prod_195500,Clothes,Paypal,Mobile,Purchase,25-02-2024
CUST-196501,Prod_195501,Clothes,Paypal,Mobile,Purchase,12-06-2021
CUST-196502,Prod_195502,Beauty,Momo,Desktop,Addtocart,12-10-2023
CUST-196503,Prod_195503,Electronics,Visa Card,Mobile,Purchase,29-07-2021
CUST-196504,Prod_195504,Electronics,Paypal,Mobile,Purchase,13-06-2023
CUST-196505,Prod_195505,Furniture,Visa Card,Mobile,Addtocart,12-05-2024
CUST-196506,Prod_195506,Clothes,Paypal,Mobile,Addtocart,13-07-2020
CUST-196507,Prod_195507,Electronics,Momo,Desktop,Purchase,14-09-2023
CUST-196508,Prod_195508,Beauty,Visa Card,Mobile,Addtocart,26-07-2024
CUST-196509,Prod_195509,Beauty,Paypal,Mobile,Purchase,14-07-2020
CUST-196510,Prod_195510,Books,Paypal,Desktop,Purchase,05-01-2025
CUST-196511,Prod_195511,Electronics,Paypal,Mobile,Purchase,27-02-2023
CUST-196512,Prod_195512,Accessories,Momo,Desktop,Purchase,30-12-2022
CUST-196513,Prod_195513,Beauty,Paypal,Mobile,Addtocart,26-05-2023
CUST-196514,Prod_195514,Hardware,Visa Card,Desktop,Purchase,01-09-2022
CUST-196515,Prod_195515,Hardware,Momo,Desktop,Purchase,11-03-2021
CUST-196516,Prod_195516,Clothes,Paypal,Mobile,Addtocart,11-05-2023
CUST-196517,Prod_195517,Books,Paypal,Mobile,Purchase,10-07-2021
CUST-196518,Prod_195518,Furniture,Paypal,Mobile,Purchase,27-08-2021
CUST-196519,Prod_195519,Clothes,Momo,Mobile,Purchase,12-12-2023
CUST-196520,Prod_195520,Clothes,Visa Card,Mobile,Purchase,29-06-2021
CUST-196521,Prod_195521,Beauty,Paypal,Mobile,Purchase,02-11-2022
CUST-196522,Prod_195522,Accessories,Momo,Desktop,Purchase,08-01-2020
CUST-196523,Prod_195523,Beauty,Paypal,Desktop,Purchase,06-09-2021
CUST-196524,Prod_195524,Accessories,Momo,Desktop,Purchase,29-04-2022
CUST-196525,Prod_195525,Books,Momo,Desktop,Addtocart,22-08-2020
CUST-196526,Prod_195526,Furniture,Paypal,Desktop,Addtocart,16-04-2022
CUST-196527,Prod_195527,Books,Visa Card,Mobile,Addtocart,31-01-2022
CUST-196528,Prod_195528,Electronics,Momo,Desktop,Addtocart,19-02-2020
CUST-196529,Prod_195529,Furniture,Momo,Mobile,Addtocart,23-12-2024
CUST-196530,Prod_195530,Hardware,Visa Card,Mobile,Purchase,27-12-2024
CUST-196531,Prod_195531,Furniture,Momo,Desktop,Addtocart,04-10-2022
CUST-196532,Prod_195532,Hardware,Paypal,Mobile,Purchase,16-05-2020
CUST-196533,Prod_195533,Accessories,Visa Card,Desktop,Addtocart,28-05-2023
CUST-196534,Prod_195534,Beauty,Paypal,Mobile,Purchase,05-11-2021
CUST-196535,Prod_195535,Hardware,Paypal,Desktop,Purchase,15-08-2021
CUST-196536,Prod_195536,Electronics,Momo,Mobile,Purchase,12-08-2024
CUST-196537,Prod_195537,Electronics,Momo,Desktop,Purchase,15-12-2021
CUST-196538,Prod_195538,Books,Momo,Desktop,Purchase,27-08-2021
CUST-196539,Prod_195539,Books,Momo,Desktop,Purchase,24-10-2023
CUST-196540,Prod_195540,Furniture,Paypal,Desktop,Addtocart,08-04-2025
CUST-196541,Prod_195541,Hardware,Momo,Mobile,Purchase,25-01-2022
CUST-196542,Prod_195542,Books,Paypal,Mobile,Addtocart,19-02-2022
CUST-196543,Prod_195543,Accessories,Visa Card,Mobile,Addtocart,13-09-2023
CUST-196544,Prod_195544,Electronics,Paypal,Mobile,Addtocart,03-11-2024
CUST-196545,Prod_195545,Clothes,Visa Card,Desktop,Purchase,02-06-2024
CUST-196546,Prod_195546,Electronics,Momo,Mobile,Addtocart,03-11-2021
CUST-196547,Prod_195547,Books,Momo,Mobile,Purchase,25-03-2022
CUST-196548,Prod_195548,Books,Momo,Desktop,Purchase,26-09-2020
CUST-196549,Prod_195549,Clothes,Momo,Desktop,Purchase,27-04-2022
CUST-196550,Prod_195550,Accessories,Paypal,Desktop,Addtocart,20-04-2025
CUST-196551,Prod_195551,Hardware,Paypal,Desktop,Purchase,19-06-2024
CUST-196552,Prod_195552,Books,Momo,Mobile,Purchase,16-09-2020
CUST-196553,Prod_195553,Accessories,Visa Card,Desktop,Addtocart,01-08-2024
CUST-196554,Prod_195554,Electronics,Paypal,Desktop,Purchase,08-11-2023
CUST-196555,Prod_195555,Books,Paypal,Mobile,Purchase,05-07-2020
CUST-196556,Prod_195556,Clothes,Momo,Desktop,Purchase,31-12-2021
CUST-196557,Prod_195557,Furniture,Visa Card,Mobile,Addtocart,10-01-2022
CUST-196558,Prod_195558,Beauty,Momo,Mobile,Addtocart,29-07-2023
CUST-196559,Prod_195559,Accessories,Momo,Desktop,Addtocart,24-11-2022
CUST-196560,Prod_195560,Hardware,Momo,Desktop,Addtocart,27-02-2025
CUST-196561,Prod_195561,Hardware,Paypal,Desktop,Addtocart,11-09-2022
CUST-196562,Prod_195562,Books,Visa Card,Desktop,Addtocart,05-11-2020
CUST-196563,Prod_195563,Accessories,Paypal,Desktop,Addtocart,26-11-2024
CUST-196564,Prod_195564,Accessories,Momo,Desktop,Addtocart,08-02-2023
CUST-196565,Prod_195565,Clothes,Momo,Mobile,Purchase,28-07-2023
CUST-196566,Prod_195566,Clothes,Momo,Desktop,Addtocart,23-10-2020
CUST-196567,Prod_195567,Beauty,Momo,Desktop,Purchase,18-06-2023
CUST-196568,Prod_195568,Furniture,Momo,Mobile,Purchase,16-06-2020
CUST-196569,Prod_195569,Books,Momo,Desktop,Purchase,11-05-2021
CUST-196570,Prod_195570,Electronics,Visa Card,Desktop,Purchase,10-04-2023
CUST-196571,Prod_195571,Books,Paypal,Desktop,Addtocart,09-03-2023
CUST-196572,Prod_195572,Furniture,Momo,Desktop,Purchase,26-03-2021
CUST-196573,Prod_195573,Books,Visa Card,Desktop,Purchase,23-12-2024
CUST-196574,Prod_195574,Books,Paypal,Mobile,Purchase,01-05-2022
CUST-196575,Prod_195575,Books,Paypal,Mobile,Addtocart,18-05-2023
CUST-196576,Prod_195576,Hardware,Momo,Mobile,Purchase,06-11-2022
CUST-196577,Prod_195577,Accessories,Momo,Mobile,Purchase,04-07-2021
CUST-196578,Prod_195578,Electronics,Paypal,Desktop,Purchase,14-04-2024
CUST-196579,Prod_195579,Beauty,Paypal,Desktop,Purchase,21-03-2021
CUST-196580,Prod_195580,Electronics,Visa Card,Desktop,Addtocart,29-06-2021
CUST-196581,Prod_195581,Electronics,Paypal,Mobile,Purchase,17-11-2020
CUST-196582,Prod_195582,Books,Momo,Mobile,Addtocart,10-01-2024
CUST-196583,Prod_195583,Books,Momo,Mobile,Addtocart,15-04-2021
CUST-196584,Prod_195584,Hardware,Paypal,Desktop,Purchase,26-07-2021
CUST-196585,Prod_195585,Books,Paypal,Desktop,Addtocart,11-03-2020
CUST-196586,Prod_195586,Electronics,Paypal,Desktop,Addtocart,30-11-2021
CUST-196587,Prod_195587,Hardware,Momo,Mobile,Addtocart,30-05-2022
CUST-196588,Prod_195588,Furniture,Paypal,Desktop,Addtocart,17-11-2022
CUST-196589,Prod_195589,Hardware,Paypal,Desktop,Addtocart,27-02-2024
CUST-196590,Prod_195590,Hardware,Paypal,Desktop,Purchase,05-10-2021
CUST-196591,Prod_195591,Furniture,Visa Card,Desktop,Addtocart,16-06-2024
CUST-196592,Prod_195592,Electronics,Paypal,Mobile,Purchase,16-11-2022
CUST-196593,Prod_195593,Furniture,Visa Card,Desktop,Addtocart,31-12-2022
CUST-196594,Prod_195594,Electronics,Momo,Desktop,Purchase,08-04-2025
CUST-196595,Prod_195595,Furniture,Momo,Mobile,Purchase,27-07-2020
CUST-196596,Prod_195596,Clothes,Paypal,Desktop,Addtocart,02-04-2023
CUST-196597,Prod_195597,Accessories,Momo,Mobile,Addtocart,08-11-2021
CUST-196598,Prod_195598,Furniture,Paypal,Mobile,Purchase,29-03-2022
CUST-196599,Prod_195599,Furniture,Paypal,Desktop,Purchase,07-08-2020
CUST-196600,Prod_195600,Electronics,Visa Card,Desktop,Addtocart,14-12-2022
CUST-196601,Prod_195601,Books,Momo,Mobile,Purchase,07-02-2024
CUST-196602,Prod_195602,Hardware,Paypal,Mobile,Purchase,15-02-2020
CUST-196603,Prod_195603,Clothes,Momo,Mobile,Addtocart,06-06-2022
CUST-196604,Prod_195604,Electronics,Paypal,Desktop,Purchase,04-05-2023
CUST-196605,Prod_195605,Beauty,Visa Card,Desktop,Addtocart,04-07-2021
CUST-196606,Prod_195606,Accessories,Momo,Desktop,Addtocart,01-03-2021
CUST-196607,Prod_195607,Clothes,Paypal,Desktop,Addtocart,10-06-2021
CUST-196608,Prod_195608,Electronics,Paypal,Desktop,Addtocart,19-03-2024
CUST-196609,Prod_195609,Electronics,Paypal,Mobile,Addtocart,18-12-2024
CUST-196610,Prod_195610,Beauty,Momo,Desktop,Purchase,21-02-2021
CUST-196611,Prod_195611,Electronics,Visa Card,Mobile,Purchase,27-07-2020
CUST-196612,Prod_195612,Books,Momo,Mobile,Purchase,12-05-2020
CUST-196613,Prod_195613,Clothes,Momo,Mobile,Addtocart,14-02-2021
CUST-196614,Prod_195614,Hardware,Visa Card,Mobile,Purchase,16-04-2020
CUST-196615,Prod_195615,Furniture,Paypal,Mobile,Purchase,08-05-2021
CUST-196616,Prod_195616,Beauty,Paypal,Mobile,Purchase,23-09-2020
CUST-196617,Prod_195617,Furniture,Momo,Desktop,Purchase,29-01-2021
CUST-196618,Prod_195618,Books,Momo,Mobile,Purchase,10-01-2021
CUST-196619,Prod_195619,Electronics,Momo,Desktop,Purchase,01-12-2023
CUST-196620,Prod_195620,Electronics,Momo,Mobile,Addtocart,10-04-2023
CUST-196621,Prod_195621,Hardware,Visa Card,Mobile,Addtocart,24-10-2020
CUST-196622,Prod_195622,Beauty,Visa Card,Mobile,Purchase,06-03-2020
CUST-196623,Prod_195623,Clothes,Momo,Desktop,Addtocart,04-02-2023
CUST-196624,Prod_195624,Hardware,Visa Card,Desktop,Purchase,06-08-2024
CUST-196625,Prod_195625,Electronics,Paypal,Mobile,Purchase,08-04-2022
CUST-196626,Prod_195626,Books,Momo,Desktop,Addtocart,18-01-2023
CUST-196627,Prod_195627,Beauty,Momo,Desktop,Addtocart,22-03-2022
CUST-196628,Prod_195628,Clothes,Visa Card,Desktop,Purchase,27-03-2021
CUST-196629,Prod_195629,Accessories,Paypal,Mobile,Addtocart,17-04-2022
CUST-196630,Prod_195630,Electronics,Paypal,Mobile,Purchase,16-10-2020
CUST-196631,Prod_195631,Electronics,Paypal,Mobile,Addtocart,07-01-2021
CUST-196632,Prod_195632,Accessories,Paypal,Mobile,Purchase,03-07-2021
CUST-196633,Prod_195633,Clothes,Visa Card,Mobile,Purchase,15-05-2021
CUST-196634,Prod_195634,Accessories,Visa Card,Mobile,Purchase,14-12-2024
CUST-196635,Prod_195635,Books,Paypal,Desktop,Purchase,01-03-2023
CUST-196636,Prod_195636,Books,Momo,Mobile,Purchase,12-09-2023
CUST-196637,Prod_195637,Furniture,Momo,Desktop,Purchase,17-03-2024
CUST-196638,Prod_195638,Hardware,Visa Card,Desktop,Purchase,30-07-2024
CUST-196639,Prod_195639,Hardware,Visa Card,Desktop,Purchase,18-02-2025
CUST-196640,Prod_195640,Clothes,Momo,Desktop,Addtocart,15-08-2021
CUST-196641,Prod_195641,Beauty,Paypal,Desktop,Addtocart,30-03-2020
CUST-196642,Prod_195642,Beauty,Paypal,Mobile,Addtocart,10-09-2022
CUST-196643,Prod_195643,Accessories,Paypal,Desktop,Purchase,21-04-2023
CUST-196644,Prod_195644,Beauty,Visa Card,Desktop,Purchase,24-06-2024
CUST-196645,Prod_195645,Accessories,Momo,Mobile,Purchase,05-05-2024
CUST-196646,Prod_195646,Beauty,Visa Card,Desktop,Addtocart,05-12-2020
CUST-196647,Prod_195647,Books,Momo,Desktop,Addtocart,26-10-2023
CUST-196648,Prod_195648,Electronics,Visa Card,Desktop,Addtocart,02-11-2023
CUST-196649,Prod_195649,Electronics,Momo,Desktop,Purchase,12-08-2023
CUST-196650,Prod_195650,Furniture,Paypal,Desktop,Addtocart,07-04-2024
CUST-196651,Prod_195651,Furniture,Momo,Mobile,Purchase,14-02-2022
CUST-196652,Prod_195652,Furniture,Paypal,Desktop,Addtocart,08-02-2021
CUST-196653,Prod_195653,Clothes,Visa Card,Desktop,Addtocart,12-12-2024
CUST-196654,Prod_195654,Furniture,Visa Card,Desktop,Addtocart,23-09-2024
CUST-196655,Prod_195655,Books,Momo,Mobile,Purchase,27-09-2021
CUST-196656,Prod_195656,Hardware,Momo,Desktop,Purchase,02-09-2024
CUST-196657,Prod_195657,Furniture,Momo,Mobile,Addtocart,05-06-2020
CUST-196658,Prod_195658,Books,Momo,Mobile,Purchase,13-09-2020
CUST-196659,Prod_195659,Books,Momo,Desktop,Purchase,09-08-2020
CUST-196660,Prod_195660,Beauty,Momo,Desktop,Addtocart,10-12-2021
CUST-196661,Prod_195661,Electronics,Paypal,Mobile,Addtocart,22-06-2022
CUST-196662,Prod_195662,Electronics,Momo,Mobile,Purchase,12-08-2020
CUST-196663,Prod_195663,Beauty,Visa Card,Desktop,Addtocart,17-06-2024
CUST-196664,Prod_195664,Accessories,Paypal,Mobile,Purchase,02-02-2024
CUST-196665,Prod_195665,Accessories,Momo,Desktop,Addtocart,06-04-2023
CUST-196666,Prod_195666,Books,Momo,Desktop,Addtocart,17-11-2022
CUST-196667,Prod_195667,Furniture,Paypal,Desktop,Addtocart,30-06-2020
CUST-196668,Prod_195668,Beauty,Paypal,Mobile,Purchase,17-09-2022
CUST-196669,Prod_195669,Hardware,Momo,Desktop,Purchase,03-02-2024
CUST-196670,Prod_195670,Books,Paypal,Mobile,Purchase,14-04-2021
CUST-196671,Prod_195671,Hardware,Momo,Desktop,Purchase,11-05-2021
CUST-196672,Prod_195672,Hardware,Visa Card,Desktop,Purchase,06-12-2022
CUST-196673,Prod_195673,Clothes,Visa Card,Mobile,Addtocart,19-04-2024
CUST-196674,Prod_195674,Beauty,Paypal,Mobile,Purchase,27-08-2024
CUST-196675,Prod_195675,Accessories,Momo,Desktop,Purchase,13-01-2021
CUST-196676,Prod_195676,Hardware,Visa Card,Desktop,Purchase,11-02-2023
CUST-196677,Prod_195677,Books,Visa Card,Mobile,Purchase,05-11-2022
CUST-196678,Prod_195678,Beauty,Momo,Mobile,Addtocart,21-12-2021
CUST-196679,Prod_195679,Accessories,Momo,Mobile,Addtocart,09-11-2023
CUST-196680,Prod_195680,Electronics,Momo,Desktop,Purchase,20-04-2025
CUST-196681,Prod_195681,Electronics,Visa Card,Desktop,Addtocart,01-02-2021
CUST-196682,Prod_195682,Clothes,Paypal,Mobile,Addtocart,13-11-2023
CUST-196683,Prod_195683,Books,Paypal,Mobile,Purchase,06-08-2023
CUST-196684,Prod_195684,Hardware,Paypal,Desktop,Addtocart,16-08-2021
CUST-196685,Prod_195685,Furniture,Visa Card,Mobile,Addtocart,14-03-2025
CUST-196686,Prod_195686,Accessories,Momo,Mobile,Addtocart,08-02-2021
CUST-196687,Prod_195687,Books,Momo,Mobile,Addtocart,25-01-2020
CUST-196688,Prod_195688,Accessories,Paypal,Mobile,Addtocart,20-03-2023
CUST-196689,Prod_195689,Hardware,Visa Card,Desktop,Addtocart,15-10-2021
CUST-196690,Prod_195690,Clothes,Paypal,Mobile,Addtocart,14-02-2020
CUST-196691,Prod_195691,Clothes,Paypal,Mobile,Purchase,09-12-2023
CUST-196692,Prod_195692,Books,Paypal,Mobile,Purchase,02-06-2021
CUST-196693,Prod_195693,Electronics,Visa Card,Desktop,Purchase,06-01-2024
CUST-196694,Prod_195694,Electronics,Momo,Desktop,Addtocart,31-12-2022
CUST-196695,Prod_195695,Electronics,Visa Card,Desktop,Addtocart,11-03-2025
CUST-196696,Prod_195696,Electronics,Paypal,Mobile,Purchase,04-06-2023
CUST-196697,Prod_195697,Beauty,Visa Card,Mobile,Purchase,30-10-2022
CUST-196698,Prod_195698,Accessories,Paypal,Desktop,Purchase,24-05-2024
CUST-196699,Prod_195699,Clothes,Visa Card,Desktop,Addtocart,21-12-2023
CUST-196700,Prod_195700,Furniture,Momo,Desktop,Addtocart,24-09-2020
CUST-196701,Prod_195701,Hardware,Visa Card,Mobile,Purchase,03-03-2023
CUST-196702,Prod_195702,Beauty,Paypal,Mobile,Addtocart,26-07-2023
CUST-196703,Prod_195703,Furniture,Momo,Desktop,Purchase,28-12-2023
CUST-196704,Prod_195704,Furniture,Momo,Mobile,Addtocart,28-04-2020
CUST-196705,Prod_195705,Clothes,Momo,Mobile,Addtocart,22-02-2020
CUST-196706,Prod_195706,Hardware,Momo,Mobile,Addtocart,21-01-2024
CUST-196707,Prod_195707,Electronics,Paypal,Mobile,Purchase,26-01-2022
CUST-196708,Prod_195708,Accessories,Paypal,Desktop,Purchase,15-03-2025
CUST-196709,Prod_195709,Furniture,Momo,Desktop,Purchase,31-08-2022
CUST-196710,Prod_195710,Accessories,Paypal,Mobile,Purchase,25-12-2020
CUST-196711,Prod_195711,Beauty,Paypal,Mobile,Addtocart,18-11-2022
CUST-196712,Prod_195712,Books,Paypal,Mobile,Addtocart,23-07-2022
CUST-196713,Prod_195713,Beauty,Visa Card,Mobile,Addtocart,03-10-2024
CUST-196714,Prod_195714,Books,Visa Card,Mobile,Purchase,28-03-2025
CUST-196715,Prod_195715,Accessories,Visa Card,Desktop,Purchase,07-05-2023
CUST-196716,Prod_195716,Books,Momo,Desktop,Addtocart,13-06-2024
CUST-196717,Prod_195717,Books,Momo,Mobile,Addtocart,06-01-2021
CUST-196718,Prod_195718,Clothes,Momo,Desktop,Purchase,17-05-2023
CUST-196719,Prod_195719,Beauty,Momo,Mobile,Addtocart,13-07-2021
CUST-196720,Prod_195720,Electronics,Momo,Desktop,Addtocart,13-02-2020
CUST-196721,Prod_195721,Electronics,Paypal,Mobile,Addtocart,04-12-2020
CUST-196722,Prod_195722,Accessories,Visa Card,Desktop,Addtocart,18-11-2022
CUST-196723,Prod_195723,Electronics,Visa Card,Mobile,Purchase,23-09-2021
CUST-196724,Prod_195724,Accessories,Visa Card,Mobile,Addtocart,06-09-2024
CUST-196725,Prod_195725,Electronics,Paypal,Desktop,Purchase,18-11-2021
CUST-196726,Prod_195726,Electronics,Paypal,Desktop,Addtocart,05-01-2025
CUST-196727,Prod_195727,Clothes,Momo,Desktop,Addtocart,09-03-2020
CUST-196728,Prod_195728,Electronics,Momo,Desktop,Addtocart,14-03-2025
CUST-196729,Prod_195729,Beauty,Momo,Desktop,Purchase,25-09-2020
CUST-196730,Prod_195730,Accessories,Paypal,Desktop,Addtocart,05-07-2022
CUST-196731,Prod_195731,Accessories,Visa Card,Desktop,Addtocart,08-06-2023
CUST-196732,Prod_195732,Beauty,Visa Card,Mobile,Purchase,13-04-2025
CUST-196733,Prod_195733,Clothes,Paypal,Mobile,Addtocart,27-01-2022
CUST-196734,Prod_195734,Clothes,Momo,Desktop,Addtocart,12-12-2022
CUST-196735,Prod_195735,Clothes,Visa Card,Mobile,Addtocart,22-08-2023
CUST-196736,Prod_195736,Electronics,Visa Card,Desktop,Addtocart,28-07-2024
CUST-196737,Prod_195737,Hardware,Visa Card,Desktop,Addtocart,31-01-2021
CUST-196738,Prod_195738,Electronics,Visa Card,Desktop,Addtocart,05-03-2020
CUST-196739,Prod_195739,Beauty,Visa Card,Desktop,Purchase,12-12-2021
CUST-196740,Prod_195740,Beauty,Visa Card,Mobile,Purchase,20-06-2021
CUST-196741,Prod_195741,Beauty,Visa Card,Desktop,Purchase,23-12-2020
CUST-196742,Prod_195742,Accessories,Visa Card,Mobile,Addtocart,23-02-2025
CUST-196743,Prod_195743,Electronics,Momo,Desktop,Addtocart,29-11-2020
CUST-196744,Prod_195744,Books,Visa Card,Mobile,Purchase,31-10-2024
CUST-196745,Prod_195745,Books,Momo,Desktop,Purchase,17-07-2021
CUST-196746,Prod_195746,Accessories,Momo,Mobile,Purchase,03-12-2021
CUST-196747,Prod_195747,Furniture,Momo,Mobile,Addtocart,09-12-2021
CUST-196748,Prod_195748,Accessories,Paypal,Mobile,Addtocart,27-01-2023
CUST-196749,Prod_195749,Hardware,Momo,Mobile,Addtocart,18-11-2022
CUST-196750,Prod_195750,Clothes,Momo,Mobile,Purchase,01-09-2024
CUST-196751,Prod_195751,Clothes,Paypal,Desktop,Purchase,30-06-2024
CUST-196752,Prod_195752,Beauty,Visa Card,Mobile,Purchase,02-12-2022
